@RELATION sg2$data

@ATTRIBUTE region.centroid.col NUMERIC
@ATTRIBUTE region.centroid.row NUMERIC
@ATTRIBUTE region.pixel.count NUMERIC
@ATTRIBUTE short.line.density.5 NUMERIC
@ATTRIBUTE short.line.density.2 NUMERIC
@ATTRIBUTE vedge.mean NUMERIC
@ATTRIBUTE vegde.sd NUMERIC
@ATTRIBUTE hedge.mean NUMERIC
@ATTRIBUTE hedge.sd NUMERIC
@ATTRIBUTE intensity.mean NUMERIC
@ATTRIBUTE rawred.mean NUMERIC
@ATTRIBUTE rawblue.mean NUMERIC
@ATTRIBUTE rawgreen.mean NUMERIC
@ATTRIBUTE exred.mean NUMERIC
@ATTRIBUTE exblue.mean NUMERIC
@ATTRIBUTE exgreen.mean NUMERIC
@ATTRIBUTE value.mean NUMERIC
@ATTRIBUTE saturation.mean NUMERIC
@ATTRIBUTE hue.mean NUMERIC
@ATTRIBUTE class {brickface, sky, foliage, cement, window, path, grass}

@DATA
248.0,13.0,9.0,0.0,0.0,0.777779,0.207408,1.11111,0.296294,104.111,88.2222,128.444,95.6667,-47.6667,73.0,-25.3333,128.444,0.313159,-2.28708,sky
33.0,100.0,9.0,0.0,0.0,0.722222,0.534027,0.666667,0.365148,1.22222,0.111111,2.77778,0.777778,-3.33333,4.66667,-1.33333,2.77778,0.977778,-2.3371,foliage
92.0,121.0,9.0,0.0,0.0,1.44444,1.82168,2.05556,2.05931,14.963,9.55556,23.4444,11.8889,-16.2222,25.4444,-9.22222,23.4444,0.596422,-2.23536,foliage
54.0,138.0,9.0,0.0,0.0,0.222222,0.296296,0.388889,0.418519,0.259259,0.0,0.666667,0.111111,-0.777778,1.22222,-0.444444,0.666667,0.333333,-2.18144,window
66.0,41.0,9.0,0.0,0.0,0.611112,0.327731,0.388892,0.327733,109.704,95.1111,128.889,105.111,-43.7778,57.5556,-13.7778,128.889,0.262046,-2.40475,sky
72.0,191.0,9.0,0.111111,0.0,1.27778,0.507408,3.11111,4.60741,15.1852,12.1111,14.8889,18.5556,-9.22222,-0.888889,10.1111,18.5556,0.35037,2.54533,grass
119.0,138.0,9.0,0.0,0.0,0.777778,0.518518,0.722222,0.285185,3.55556,1.77778,7.22222,1.66667,-5.33333,11.0,-5.66667,7.22222,0.779497,-2.07124,foliage
92.0,89.0,9.0,0.0,0.0,2.0,1.26491,1.22222,0.958392,58.9259,51.0,74.4444,51.3333,-23.7778,46.5556,-22.7778,74.4444,0.317871,-2.10876,cement
163.0,43.0,9.0,0.0,0.0,0.833335,0.433333,0.833335,0.611111,126.481,117.333,140.556,121.556,-27.4444,42.2222,-14.7778,140.556,0.165192,-2.28021,sky
237.0,137.0,9.0,0.0,0.0,0.388889,0.107407,0.333333,0.0444445,0.666667,0.0,2.0,0.0,-2.0,4.0,-2.0,2.0,1.0,-2.0944,window
99.0,156.0,9.0,0.0,0.0,2.05556,2.64074,2.5,5.18889,21.0,16.7778,29.2222,17.0,-12.6667,24.6667,-12.0,29.2222,0.431321,-2.10936,cement
119.0,169.0,9.0,0.0,0.0,1.16667,0.983192,1.0,0.918936,25.963,20.8889,25.0,32.0,-15.2222,-2.88889,18.1111,32.0,0.347783,2.47906,grass
127.0,118.0,9.0,0.0,0.0,11.5556,10.23,0.833334,0.691215,34.3333,30.7778,41.6667,30.5556,-10.6667,22.0,-11.3333,41.6667,0.293949,-2.07767,cement
113.0,114.0,9.0,0.0,0.0,0.944445,0.507408,0.333334,0.0888892,25.8148,21.0,34.6667,21.7778,-14.4444,26.5556,-12.1111,34.6667,0.393927,-2.15274,cement
187.0,120.0,9.0,0.0,0.0,2.22222,2.08345,1.27778,0.646929,60.037,56.8889,69.3333,53.8889,-9.44444,27.8889,-18.4444,69.3333,0.222808,-1.89298,cement
79.0,154.0,9.0,0.0,0.0,1.11111,1.58518,0.166667,0.0777778,0.740741,0.444444,1.55556,0.222222,-0.888889,2.44444,-1.55556,1.55556,0.288889,-1.91964,window
