@RELATION R_data_frame

@ATTRIBUTE V1 NUMERIC
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE V9 NUMERIC
@ATTRIBUTE V10 NUMERIC
@ATTRIBUTE V11 NUMERIC
@ATTRIBUTE V12 NUMERIC
@ATTRIBUTE V13 NUMERIC
@ATTRIBUTE V14 NUMERIC
@ATTRIBUTE V15 NUMERIC
@ATTRIBUTE V16 NUMERIC
@ATTRIBUTE V17 NUMERIC
@ATTRIBUTE V18 NUMERIC
@ATTRIBUTE V19 NUMERIC
@ATTRIBUTE V20 NUMERIC
@ATTRIBUTE Class {1, 2}

@DATA
2135.0,6.0,1248.0,-234.0,814.0,-418.0,74.0,-45.0,265.0,-389.0,-548.0,1153.0,-399.0,2136.0,1527.0,1794.0,663.0,869.0,-858.0,1826.0,2
-358.0,-329.0,295.0,-1024.0,2126.0,-651.0,-186.0,-26.0,-116.0,-515.0,987.0,-424.0,-837.0,1053.0,326.0,1865.0,-938.0,-229.0,1274.0,1053.0,2
205.0,-2134.0,2503.0,1264.0,-41.0,-149.0,2064.0,866.0,338.0,614.0,-494.0,27.0,92.0,1856.0,-55.0,-196.0,-69.0,3.0,-373.0,-614.0,2
156.0,-976.0,-2208.0,913.0,-816.0,-53.0,-1304.0,-211.0,-881.0,2661.0,-1695.0,-1843.0,1358.0,5748.0,-2709.0,2966.0,-3749.0,-1341.0,802.0,-1758.0,1
44.0,-254.0,1.0,759.0,-1786.0,3693.0,1124.0,-2792.0,-421.0,-4438.0,976.0,-588.0,1597.0,-1106.0,-1996.0,-1177.0,4843.0,696.0,123.0,1262.0,2
-138.0,-206.0,-286.0,4896.0,-908.0,-2218.0,-904.0,-3523.0,1706.0,12.0,819.0,-1368.0,-2333.0,1688.0,-98.0,-66.0,-1846.0,-2371.0,-31.0,968.0,1
4482.0,-478.0,432.0,-2256.0,864.0,1183.0,-5657.0,21.0,-2762.0,2726.0,575.0,1616.0,2104.0,426.0,1528.0,-485.0,5114.0,1546.0,-1624.0,654.0,2
846.0,1713.0,-1017.0,-1954.0,-194.0,-517.0,-758.0,334.0,1661.0,1294.0,2667.0,485.0,539.0,53.0,1824.0,-283.0,-66.0,805.0,-135.0,1605.0,2
534.0,-895.0,741.0,-435.0,1246.0,1847.0,2252.0,2365.0,-237.0,-212.0,1168.0,-11.0,-27.0,-563.0,1908.0,1561.0,1219.0,-694.0,15.0,606.0,2
-2513.0,1329.0,-4533.0,-169.0,-259.0,-4072.0,961.0,-32.0,111.0,-1782.0,2059.0,762.0,-558.0,117.0,-2146.0,-4222.0,-1505.0,2566.0,-2668.0,1357.0,1
1702.0,-2567.0,-364.0,69.0,928.0,752.0,415.0,-244.0,68.0,287.0,46.0,-57.0,95.0,85.0,1309.0,-872.0,1779.0,1631.0,835.0,-319.0,2
928.0,583.0,-292.0,1128.0,61.0,1882.0,1.0,675.0,-317.0,-302.0,13.0,1078.0,38.0,-822.0,-502.0,416.0,867.0,-796.0,142.0,-1244.0,2
534.0,1294.0,2913.0,189.0,-1052.0,571.0,991.0,1512.0,48.0,57.0,542.0,1078.0,-507.0,546.0,2002.0,257.0,59.0,-109.0,747.0,63.0,2
-523.0,987.0,-1023.0,-18.0,1608.0,359.0,98.0,1355.0,2218.0,1377.0,1181.0,-1146.0,1146.0,-583.0,-227.0,997.0,934.0,1095.0,-668.0,35.0,2
-555.0,894.0,453.0,-326.0,1146.0,1142.0,727.0,377.0,1723.0,-693.0,-618.0,-47.0,-744.0,386.0,256.0,6.0,-981.0,1307.0,1602.0,1738.0,2
-815.0,228.0,2935.0,984.0,1592.0,-927.0,262.0,-372.0,1241.0,-1518.0,-156.0,971.0,-2894.0,-2381.0,1662.0,31.0,-295.0,-239.0,-1187.0,-2656.0,2
-3517.0,-226.0,764.0,2919.0,-1026.0,198.0,1843.0,1101.0,447.0,1981.0,-3109.0,-1606.0,-117.0,-711.0,1782.0,-1199.0,3695.0,777.0,-2618.0,-2531.0,2
494.0,1856.0,1401.0,318.0,297.0,1883.0,222.0,209.0,461.0,-62.0,-42.0,-737.0,-71.0,1632.0,1298.0,513.0,-108.0,403.0,1433.0,-1014.0,2
3688.0,-347.0,-2528.0,699.0,-86.0,-2602.0,-2877.0,-354.0,-2441.0,805.0,26.0,-997.0,575.0,-86.0,523.0,-3097.0,1586.0,-501.0,-1693.0,5729.0,1
-188.0,983.0,393.0,1562.0,-2693.0,-1204.0,2091.0,1011.0,-407.0,-2977.0,-607.0,-3581.0,1095.0,1192.0,284.0,2919.0,-1307.0,1028.0,1631.0,-2309.0,2
-3694.0,1538.0,-4887.0,-1025.0,-1733.0,-4824.0,-3207.0,486.0,-131.0,-258.0,-2538.0,-742.0,1767.0,-201.0,2137.0,2261.0,391.0,-1116.0,-98.0,3052.0,1
497.0,1418.0,608.0,-502.0,1145.0,669.0,1698.0,51.0,-402.0,2592.0,-25.0,812.0,1098.0,187.0,751.0,-462.0,1882.0,141.0,-348.0,-876.0,2
1374.0,-217.0,1387.0,1244.0,-1392.0,-1193.0,122.0,978.0,-416.0,-5418.0,1362.0,-1029.0,698.0,-45.0,-397.0,-1477.0,-459.0,-1808.0,27.0,-6.0,1
662.0,3058.0,1016.0,1505.0,-1617.0,1176.0,958.0,96.0,-158.0,-879.0,-194.0,913.0,-17.0,1235.0,-932.0,42.0,684.0,3115.0,-62.0,-792.0,2
-2818.0,936.0,-982.0,2336.0,1034.0,251.0,799.0,663.0,-1601.0,1436.0,203.0,-548.0,-671.0,-1381.0,1558.0,457.0,-752.0,1967.0,-5217.0,-1328.0,1
-32.0,-951.0,911.0,514.0,-1388.0,-124.0,1248.0,113.0,1348.0,1678.0,-705.0,-623.0,-899.0,2001.0,622.0,-76.0,887.0,-145.0,-331.0,1065.0,2
1196.0,2252.0,-1661.0,-911.0,148.0,-114.0,-725.0,38.0,-685.0,791.0,-83.0,424.0,903.0,259.0,967.0,-211.0,638.0,-2728.0,864.0,466.0,2
1014.0,103.0,-1669.0,1524.0,-918.0,2347.0,573.0,755.0,1296.0,253.0,1634.0,307.0,-324.0,1719.0,-1161.0,1284.0,152.0,149.0,958.0,1262.0,2
-1676.0,3002.0,744.0,-698.0,422.0,72.0,-4497.0,41.0,1368.0,2909.0,-151.0,-1396.0,3776.0,-1097.0,1653.0,-5278.0,-2226.0,-2297.0,-549.0,-554.0,1
166.0,2612.0,-2432.0,2623.0,776.0,69.0,-1182.0,-207.0,532.0,-39.0,-1902.0,1115.0,-482.0,836.0,-857.0,2785.0,85.0,-2558.0,-884.0,-3773.0,2
199.0,2293.0,1533.0,172.0,-1298.0,-1571.0,-342.0,-1131.0,1554.0,1345.0,302.0,-409.0,538.0,972.0,1.0,903.0,1382.0,285.0,353.0,484.0,2
1014.0,-318.0,1971.0,639.0,494.0,-339.0,-414.0,83.0,1016.0,708.0,107.0,1793.0,-538.0,-511.0,361.0,884.0,-653.0,1253.0,-647.0,257.0,2
3662.0,1403.0,465.0,-681.0,745.0,564.0,836.0,1124.0,553.0,-3766.0,-617.0,3141.0,-54.0,-779.0,1777.0,-197.0,476.0,-1519.0,-347.0,-505.0,2
-939.0,-1709.0,-2836.0,-123.0,2494.0,-1019.0,229.0,-861.0,1129.0,-682.0,1751.0,-2384.0,-822.0,558.0,-2164.0,-3475.0,705.0,-2993.0,-582.0,-1982.0,1
-68.0,-694.0,-1912.0,36.0,-188.0,-877.0,398.0,-307.0,825.0,1684.0,-776.0,977.0,793.0,-1505.0,6158.0,-416.0,1655.0,1125.0,2763.0,588.0,2
796.0,-493.0,732.0,-228.0,325.0,-1179.0,1707.0,2995.0,1346.0,636.0,1299.0,149.0,-775.0,1386.0,123.0,79.0,146.0,177.0,2314.0,734.0,2
4151.0,-74.0,-186.0,-1143.0,-333.0,-2327.0,52.0,2907.0,-434.0,-2167.0,2931.0,-2748.0,546.0,1777.0,954.0,-1677.0,1886.0,621.0,2867.0,163.0,2
1829.0,-219.0,-232.0,-1281.0,-3155.0,-745.0,-2494.0,469.0,-1971.0,-81.0,1621.0,1878.0,-1608.0,3534.0,-1215.0,-39.0,1.0,1288.0,-1119.0,1231.0,2
-1082.0,1602.0,1603.0,256.0,985.0,259.0,-358.0,493.0,1306.0,-96.0,-96.0,1194.0,459.0,642.0,2052.0,519.0,1062.0,-1786.0,285.0,623.0,2
45.0,562.0,-902.0,79.0,1109.0,146.0,-28.0,494.0,1445.0,-533.0,2056.0,-1328.0,768.0,59.0,-394.0,302.0,-239.0,2887.0,131.0,474.0,2
-791.0,749.0,-3111.0,3147.0,-1362.0,-2024.0,2723.0,2291.0,955.0,1002.0,-64.0,15.0,-5.0,-333.0,-424.0,2636.0,-176.0,598.0,-56.0,3328.0,2
-607.0,-11.0,642.0,78.0,-54.0,-942.0,-622.0,73.0,6.0,-96.0,-3.0,-19.0,1255.0,-1431.0,1226.0,-209.0,1858.0,18.0,327.0,1328.0,2
84.0,-472.0,108.0,1036.0,-385.0,639.0,3073.0,17.0,-323.0,592.0,-951.0,-399.0,78.0,1484.0,1079.0,196.0,1515.0,1481.0,654.0,858.0,2
1527.0,1154.0,502.0,3197.0,33.0,2254.0,-1044.0,-46.0,241.0,-962.0,333.0,-566.0,-2167.0,-519.0,-1829.0,201.0,1364.0,682.0,1723.0,-1695.0,2
45.0,848.0,325.0,749.0,289.0,675.0,-205.0,-1397.0,-458.0,1415.0,1431.0,739.0,-275.0,-785.0,-29.0,-551.0,-2803.0,117.0,38.0,3116.0,2
-1788.0,2803.0,1236.0,1599.0,1428.0,69.0,-2111.0,2421.0,-3089.0,-9.0,-421.0,1608.0,-1592.0,-1092.0,-489.0,545.0,-626.0,-2573.0,-2498.0,-974.0,1
-21.0,738.0,1704.0,1476.0,348.0,-1199.0,1556.0,301.0,1636.0,1183.0,664.0,163.0,203.0,-424.0,118.0,1753.0,-124.0,-308.0,443.0,1581.0,2
62.0,2334.0,3465.0,2204.0,-864.0,-1327.0,1629.0,-146.0,-1587.0,-2313.0,-2442.0,-47.0,-1197.0,38.0,-1172.0,324.0,-1202.0,708.0,474.0,-1636.0,2
-1559.0,1634.0,2069.0,-1509.0,1234.0,1253.0,-876.0,-1485.0,44.0,2336.0,-244.0,1061.0,1132.0,-18.0,-1454.0,17.0,955.0,2178.0,1162.0,1.0,2
129.0,822.0,21.0,2104.0,1405.0,54.0,1487.0,153.0,981.0,1148.0,264.0,594.0,934.0,1738.0,1042.0,1464.0,891.0,1677.0,888.0,87.0,2
1152.0,1062.0,1383.0,1414.0,888.0,-852.0,921.0,2075.0,1477.0,1472.0,64.0,-618.0,-953.0,-393.0,983.0,1196.0,722.0,938.0,566.0,-245.0,2
-1035.0,-199.0,2546.0,1388.0,148.0,835.0,-113.0,-1838.0,593.0,3537.0,937.0,-476.0,-636.0,-1266.0,1232.0,-2978.0,-493.0,-1846.0,3228.0,-502.0,2
-96.0,-3721.0,1215.0,-2375.0,907.0,1659.0,1437.0,301.0,-1785.0,2039.0,-1476.0,146.0,405.0,-3827.0,3205.0,21.0,3691.0,-6299.0,2846.0,-1861.0,1
-641.0,-181.0,1062.0,-63.0,-43.0,-1316.0,-1009.0,723.0,-1525.0,1195.0,845.0,-709.0,1118.0,-596.0,-222.0,1382.0,-791.0,103.0,939.0,-505.0,2
633.0,1151.0,2445.0,832.0,-1287.0,3345.0,-2878.0,-83.0,1236.0,-532.0,2027.0,-1215.0,-2088.0,-1804.0,284.0,-22.0,-1587.0,-308.0,-533.0,-1137.0,1
-1328.0,463.0,1966.0,-338.0,-222.0,795.0,-1488.0,825.0,442.0,2601.0,56.0,-102.0,-69.0,1814.0,-3373.0,1732.0,-183.0,-6.0,125.0,2445.0,2
-747.0,-434.0,-658.0,1331.0,-2735.0,-1599.0,1059.0,-1453.0,1063.0,-2696.0,316.0,1799.0,-699.0,-1792.0,574.0,-754.0,-1142.0,5.0,-749.0,3599.0,2
-7.0,-2509.0,-255.0,895.0,865.0,3383.0,998.0,2331.0,1454.0,-1634.0,-3542.0,23.0,-1316.0,1799.0,2168.0,803.0,-3843.0,1814.0,-804.0,-4965.0,2
-183.0,237.0,-17.0,999.0,-351.0,845.0,-372.0,123.0,-1454.0,-1046.0,766.0,21.0,1678.0,-84.0,527.0,-826.0,884.0,-831.0,565.0,571.0,2
191.0,2756.0,-193.0,-2396.0,-1283.0,15.0,-1484.0,243.0,2231.0,3145.0,162.0,-2332.0,1804.0,6493.0,1785.0,-1438.0,2914.0,-974.0,-5906.0,1655.0,2
876.0,1395.0,1711.0,207.0,1003.0,958.0,1001.0,-1534.0,-179.0,-526.0,-4.0,2405.0,1652.0,-1298.0,48.0,708.0,1198.0,-1273.0,254.0,954.0,2
361.0,248.0,2168.0,-589.0,1357.0,762.0,448.0,-498.0,83.0,1247.0,793.0,-134.0,196.0,2217.0,-163.0,907.0,533.0,1406.0,1809.0,41.0,2
998.0,-369.0,114.0,-765.0,-414.0,5103.0,1554.0,225.0,-12.0,702.0,1548.0,1275.0,1103.0,1113.0,1744.0,137.0,719.0,-727.0,715.0,-493.0,2
1389.0,-1063.0,518.0,1611.0,1311.0,1036.0,-2263.0,-1861.0,-211.0,-447.0,971.0,99.0,96.0,-145.0,-912.0,422.0,1699.0,938.0,574.0,-586.0,2
2588.0,-35.0,-2355.0,2582.0,202.0,1405.0,946.0,-395.0,2016.0,-1013.0,2863.0,78.0,3221.0,-1246.0,833.0,-47.0,-1176.0,-944.0,-2888.0,3887.0,2
-828.0,-294.0,-51.0,-3074.0,-2471.0,61.0,-2209.0,-354.0,-1747.0,134.0,-2484.0,-1494.0,-1402.0,517.0,124.0,1412.0,-3542.0,-576.0,-1804.0,3134.0,1
956.0,776.0,-38.0,-178.0,1154.0,124.0,-984.0,906.0,685.0,1649.0,1385.0,1583.0,1468.0,2552.0,-696.0,-1737.0,-1598.0,-1306.0,-179.0,1723.0,2
-159.0,-1888.0,51.0,757.0,-1715.0,213.0,563.0,-736.0,-123.0,204.0,1669.0,1598.0,-1793.0,-1473.0,711.0,589.0,-1825.0,-3179.0,154.0,1852.0,2
-851.0,832.0,-613.0,668.0,2308.0,709.0,1816.0,1705.0,369.0,-1242.0,-402.0,934.0,798.0,212.0,157.0,374.0,1581.0,755.0,-71.0,-114.0,2
-1348.0,598.0,-98.0,-24.0,623.0,-19.0,-702.0,-48.0,2658.0,595.0,151.0,674.0,1056.0,1039.0,-1109.0,873.0,-171.0,-462.0,-1409.0,-1357.0,2
261.0,1758.0,-177.0,-146.0,-57.0,-763.0,1715.0,1369.0,461.0,2187.0,446.0,-76.0,112.0,1285.0,-205.0,1383.0,-124.0,-1022.0,2562.0,-319.0,2
818.0,-3958.0,-131.0,-1826.0,-268.0,-3702.0,1869.0,-2106.0,-388.0,-1014.0,448.0,2618.0,1566.0,2763.0,1725.0,3406.0,-1588.0,-442.0,1075.0,1541.0,1
782.0,1752.0,237.0,-837.0,713.0,-1622.0,585.0,231.0,1376.0,1224.0,-92.0,-568.0,748.0,2565.0,1119.0,-233.0,226.0,-405.0,-571.0,194.0,2
-3767.0,452.0,3343.0,659.0,-449.0,-919.0,476.0,-162.0,219.0,212.0,1524.0,-1728.0,-2074.0,-2765.0,415.0,-2236.0,-1536.0,-3252.0,-1873.0,-192.0,1
1042.0,2438.0,-505.0,934.0,-45.0,792.0,231.0,346.0,1373.0,355.0,986.0,239.0,573.0,1233.0,1003.0,293.0,-946.0,1637.0,1306.0,2225.0,2
924.0,-1345.0,-1219.0,242.0,542.0,1264.0,362.0,-51.0,705.0,-224.0,226.0,1534.0,-99.0,-1158.0,194.0,544.0,1269.0,-33.0,1393.0,854.0,2
842.0,-286.0,2319.0,-213.0,325.0,1528.0,496.0,-275.0,657.0,-463.0,1596.0,232.0,1317.0,1013.0,534.0,-386.0,1294.0,1269.0,1626.0,68.0,2
249.0,-1179.0,154.0,1466.0,-58.0,1044.0,35.0,-66.0,1514.0,-27.0,887.0,123.0,499.0,539.0,-331.0,465.0,784.0,-3.0,316.0,-65.0,2
2003.0,-711.0,232.0,263.0,1737.0,-1096.0,2843.0,-1816.0,1566.0,-1593.0,801.0,5537.0,-1521.0,-166.0,-224.0,1119.0,2825.0,-249.0,126.0,-949.0,2
-1804.0,-1785.0,858.0,1216.0,-1963.0,801.0,363.0,-1587.0,-2247.0,-2577.0,-129.0,-1856.0,794.0,-2812.0,-156.0,2033.0,-32.0,-22.0,-692.0,635.0,2
3008.0,2179.0,-3486.0,-435.0,-1934.0,-26.0,-4457.0,3177.0,1991.0,98.0,1155.0,2055.0,-1355.0,-2466.0,485.0,-791.0,-2327.0,882.0,-1369.0,-1319.0,2
697.0,-3393.0,-475.0,3652.0,-185.0,-541.0,-209.0,-1959.0,-3696.0,-937.0,-291.0,-4376.0,-1724.0,-202.0,-1182.0,813.0,-5105.0,-1088.0,-1713.0,176.0,1
-2079.0,-816.0,-4657.0,-1609.0,1842.0,-1817.0,2131.0,1832.0,-1162.0,2247.0,-3915.0,-5681.0,-105.0,2298.0,1242.0,1269.0,143.0,1863.0,-2534.0,-937.0,1
-1527.0,-46.0,2562.0,7106.0,-818.0,134.0,1351.0,5006.0,-1934.0,47.0,-626.0,-672.0,13.0,-1276.0,-633.0,-317.0,1131.0,-858.0,447.0,607.0,2
1285.0,822.0,2082.0,-712.0,331.0,-197.0,451.0,-2268.0,-569.0,-1476.0,601.0,-515.0,3.0,967.0,-976.0,-19.0,1069.0,19.0,-66.0,411.0,2
-669.0,-8.0,1951.0,128.0,624.0,-1934.0,125.0,-3126.0,819.0,-17.0,-3.0,-2727.0,227.0,-2296.0,-112.0,211.0,-217.0,-1918.0,227.0,-1439.0,2
552.0,1279.0,817.0,1952.0,-1272.0,-386.0,4236.0,1844.0,2462.0,-702.0,754.0,102.0,1222.0,-692.0,-23.0,-3421.0,1933.0,-2895.0,-664.0,-2293.0,2
-892.0,216.0,-1466.0,-1402.0,-5195.0,-3204.0,909.0,63.0,2536.0,-212.0,-36.0,55.0,1664.0,-1661.0,-1752.0,1128.0,2136.0,3145.0,2795.0,562.0,2
2868.0,-23.0,61.0,2081.0,1578.0,864.0,127.0,-548.0,1181.0,463.0,856.0,-34.0,986.0,688.0,328.0,741.0,489.0,1179.0,-311.0,1962.0,2
2038.0,-384.0,-246.0,446.0,192.0,1109.0,-223.0,-1727.0,287.0,-1102.0,-154.0,244.0,-878.0,646.0,178.0,1476.0,1179.0,1442.0,-608.0,514.0,2
172.0,832.0,1908.0,7.0,-754.0,574.0,2014.0,-364.0,-3451.0,201.0,-168.0,2925.0,-439.0,1719.0,3287.0,-1261.0,-3758.0,-2082.0,-251.0,2445.0,2
-187.0,-942.0,63.0,1116.0,1558.0,-839.0,28.0,2407.0,-227.0,-2473.0,2742.0,751.0,-79.0,-122.0,-2556.0,1194.0,1447.0,-1944.0,-78.0,-377.0,2
376.0,-14.0,1429.0,2136.0,-401.0,-577.0,69.0,-12.0,663.0,1272.0,-263.0,-1294.0,145.0,1007.0,-61.0,1589.0,-2151.0,1053.0,747.0,-63.0,2
69.0,-628.0,404.0,-86.0,49.0,-1131.0,2102.0,359.0,145.0,-233.0,-61.0,936.0,164.0,829.0,-167.0,649.0,462.0,1351.0,-93.0,-136.0,2
-337.0,-763.0,-602.0,-16.0,254.0,-3752.0,498.0,-2043.0,-155.0,-202.0,1783.0,1776.0,-3111.0,1684.0,-2339.0,142.0,2387.0,2128.0,-768.0,-2383.0,1
27.0,152.0,2269.0,229.0,131.0,354.0,184.0,-28.0,809.0,-287.0,-177.0,-363.0,202.0,-934.0,1496.0,-1487.0,-1344.0,1141.0,2131.0,413.0,2
1105.0,1483.0,812.0,75.0,1244.0,571.0,1126.0,591.0,-2359.0,228.0,1708.0,-372.0,536.0,573.0,989.0,2243.0,62.0,-408.0,2329.0,1484.0,2
-352.0,1171.0,1479.0,1801.0,115.0,-162.0,-1396.0,111.0,1147.0,92.0,-975.0,-1223.0,-618.0,528.0,481.0,3069.0,-83.0,1968.0,2051.0,2725.0,2
603.0,-208.0,-538.0,35.0,327.0,-798.0,1109.0,93.0,1209.0,-132.0,-624.0,-42.0,97.0,504.0,901.0,-353.0,484.0,791.0,-275.0,-1343.0,2
-428.0,-718.0,11.0,132.0,1188.0,271.0,8.0,268.0,2479.0,-626.0,183.0,-131.0,-148.0,1117.0,505.0,-221.0,96.0,1661.0,1723.0,-5.0,2
1248.0,174.0,62.0,958.0,2495.0,97.0,1726.0,-1557.0,65.0,1267.0,421.0,-2123.0,1075.0,-761.0,-98.0,14.0,1344.0,956.0,-176.0,908.0,2
-2192.0,-3485.0,2466.0,639.0,-1499.0,-1359.0,-124.0,361.0,175.0,-353.0,-1818.0,349.0,-36.0,1581.0,-361.0,1865.0,-564.0,-2446.0,1537.0,-565.0,2
696.0,-416.0,214.0,599.0,-1417.0,117.0,-48.0,2027.0,-375.0,32.0,-1114.0,-729.0,-109.0,1167.0,372.0,-468.0,1151.0,1454.0,2092.0,141.0,2
1093.0,54.0,-156.0,-395.0,-504.0,107.0,-882.0,-345.0,1946.0,-11.0,572.0,-273.0,-988.0,1854.0,1083.0,1596.0,368.0,1419.0,1074.0,1309.0,2
1546.0,355.0,-1409.0,-74.0,42.0,104.0,569.0,-126.0,429.0,771.0,766.0,-837.0,-577.0,146.0,83.0,955.0,-1638.0,-394.0,467.0,-672.0,2
-1541.0,407.0,-1937.0,15.0,83.0,-1084.0,-737.0,1432.0,238.0,-635.0,394.0,1931.0,-699.0,646.0,967.0,-732.0,-505.0,1604.0,1097.0,2147.0,2
1471.0,707.0,2638.0,-3128.0,-1747.0,-364.0,1038.0,-142.0,1841.0,1217.0,-2619.0,1741.0,4761.0,1956.0,208.0,1787.0,3121.0,-2058.0,2663.0,-2455.0,2
376.0,-1412.0,-8.0,1685.0,-2915.0,-3805.0,725.0,389.0,-154.0,1028.0,609.0,783.0,-9.0,-1503.0,2136.0,1685.0,-1414.0,-228.0,-1226.0,-141.0,2
279.0,-606.0,-8.0,-42.0,839.0,25.0,344.0,-549.0,1088.0,-486.0,595.0,335.0,-4597.0,-3328.0,-3609.0,1951.0,-23.0,-1768.0,4013.0,2214.0,1
-1889.0,-68.0,-1022.0,-295.0,-717.0,783.0,-4.0,-1316.0,-27.0,-4173.0,-118.0,-374.0,-4638.0,1999.0,-958.0,-1616.0,-1911.0,927.0,2197.0,-428.0,2
-655.0,1566.0,-1506.0,1008.0,2283.0,2825.0,3986.0,-1375.0,-2231.0,2179.0,1568.0,-1555.0,-1048.0,2022.0,-1451.0,-1661.0,-68.0,353.0,834.0,1354.0,2
592.0,72.0,-622.0,647.0,1818.0,2412.0,-2134.0,329.0,-142.0,-212.0,1292.0,1327.0,33.0,-297.0,-155.0,854.0,1061.0,44.0,1709.0,-582.0,2
2766.0,-937.0,-1519.0,4553.0,-462.0,-414.0,-1243.0,187.0,785.0,3674.0,-479.0,-263.0,-2104.0,626.0,-58.0,2452.0,-762.0,-1093.0,-3906.0,179.0,2
2748.0,1698.0,-1714.0,-698.0,-912.0,-3253.0,-1047.0,253.0,725.0,-795.0,-292.0,-468.0,-3686.0,188.0,-2112.0,1141.0,773.0,617.0,-2014.0,-1113.0,1
612.0,1066.0,-1907.0,-1832.0,-4017.0,19.0,347.0,263.0,-548.0,1015.0,-2775.0,1586.0,77.0,143.0,982.0,1606.0,-1263.0,168.0,1096.0,-181.0,2
2135.0,-811.0,865.0,-496.0,12.0,94.0,995.0,1613.0,-161.0,-25.0,-763.0,-2264.0,94.0,724.0,-845.0,-443.0,1133.0,1358.0,1478.0,-663.0,2
