% Mammography dataset
% 
% Past Usage:
% 
%   1. Woods, K., Doss, C., Bowyer, K., Solka, J., Priebe, C., & Kegelmeyer, P. (1993). Comparative
%      Evaluation of Pattern Recognition Techniques for Detection of Microcalcifications
%      in Mammography. International Journal of Pattern Recognition and Artificial Intelligence,
%      7(6), 1417-1436.
% 
%   2. Chawla, N., Bowyer, K., Hall, L., & Kegelmeyer, P. (2000). SMOTE: Synthetic Minority Over-sampling TEchnique.
%      In International Conference of Knowledge Based Computer Systems, pp. 46-57. National Center for Software Technology,
%      Mumbai, India, Allied Press.
% 
@RELATION mammography

@ATTRIBUTE attr1 NUMERIC
@ATTRIBUTE attr2 NUMERIC
@ATTRIBUTE attr3 NUMERIC
@ATTRIBUTE attr4 NUMERIC
@ATTRIBUTE attr5 NUMERIC
@ATTRIBUTE attr6 NUMERIC
@ATTRIBUTE class {-1, 1}

@DATA
0.17564769,-0.38172329,-0.14081588,1.333292,-0.37786573,0.80331553,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.48375525,1.1267251,-0.36622367,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.42311616,0.34817108,0.26491816,0.80037636,0.74903637,0.54431153,-1
1.1833068,-0.25786243,-0.36622367,1.7375147,-0.37786573,1.0806022,-1
-0.075547215,-0.34633447,1.3468756,1.0311799,1.3967762,1.104979,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.5045942,-0.33748727,1.3919571,1.265359,-0.37786573,0.69666682,-1
0.57488328,0.28181705,0.17475504,-0.85955255,-0.37786573,-0.94572324,-1
0.67380291,-0.31979286,0.62557063,-0.85955255,-0.37786573,-0.94572324,-1
-0.090961062,-0.4082649,0.08459192,1.2493251,0.59856764,0.92824687,-1
-0.17514438,-0.36845248,-0.14081588,-0.052795031,1.0909329,0.96481214,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.055898794,-0.30652205,-0.27606055,1.129071,-0.37786573,1.565092,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.06487609,-0.35075807,-0.27606055,0.83708551,1.701533,1.1750624,-1
-0.046921498,-0.34191087,0.94114155,0.046783825,-0.37786573,1.306088,-1
0.35011211,1.3877176,-0.18589744,1.1826579,-0.37786573,1.2542872,-1
-0.13669446,-0.28440404,-0.230979,0.40923398,-0.37786573,1.4828201,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.034212931,-0.018987906,-0.41130523,0.66071279,-0.37786573,1.8606613,-1
-0.17565253,-0.43480652,-0.0055711987,0.78054497,0.61908012,1.2390517,-1
1.3699668,1.1621139,-0.14081588,0.9826563,0.20840257,0.57782969,-1
-0.15939177,-0.42595931,-0.230979,1.1164126,-0.37786573,1.2390517,-1
1.5745814,-0.45250093,-0.54654991,-0.85955255,-0.37786573,-0.94572324,-1
-0.050817306,-0.26670963,0.44524439,1.3008023,-0.37786573,1.5315738,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.034382313,-0.24016802,-0.230979,1.3058656,-0.37786573,1.5315738,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.069788195,-0.27555684,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,-1
0.098747831,-0.35960528,-0.32114211,-0.85955255,-0.37786573,-0.94572324,-1
0.067242604,-0.29325125,0.40016284,0.024842721,0.51961272,1.132403,-1
-0.21427184,-0.35960528,-0.36622367,-0.021571153,1.6510914,1.104979,-1
1.3697974,1.1798083,-0.095734317,1.7134638,0.089805557,0.86730475,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.58894691,-0.43923012,-0.59163147,0.4818084,-0.37786573,0.09943407,-1
16.004145,-0.34633447,-0.54654991,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
3.7313344,-0.44365372,-0.45638679,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.68599848,1.2151971,0.30999972,1.0725304,0.043545478,1.3609359,-1
0.47748809,0.46318474,0.35508128,1.416415,-0.37786573,1.162874,-1
1.3215233,4.9398702,0.17475504,1.3083973,-0.37786573,0.63877181,-1
0.41075121,0.60916361,0.12967348,-0.85955255,-0.37786573,-0.94572324,-1
1.4710884,1.7416058,-0.45638679,-0.85955255,-0.37786573,-0.94572324,-1
0.55980819,1.0028642,-0.27606055,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.31607099,-0.39057049,0.08459192,0.35691289,-0.37786573,1.0044245,-1
0.51255035,-0.16054318,-0.14081588,0.90586243,1.2685321,1.0958377,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
1.2151508,2.617479,-0.41130523,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.28676289,-0.080918338,0.2198366,0.29151152,-0.37786573,1.3487475,-1
0.012193148,-0.38172329,-0.18589744,0.88771883,-0.37786573,1.3731243,-1
0.11416168,0.060636934,0.85097843,0.3674615,0.59083019,0.96785924,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.15447966,-0.054376724,0.67065219,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.058270155,-0.195932,0.98622311,0.85733884,-0.37786573,1.1171674,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.16667039,-0.44807732,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.28151202,0.41894872,-0.230979,1.0358213,1.2922713,1.2085806,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.83945943,4.5992528,-0.18589744,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.17327632,0.020824514,2.3837514,0.30881124,-0.37786573,0.9983303,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.91906941,-0.14284877,-0.41130523,0.77084025,2.0482367,1.0318485,-1
0.48714291,-0.35518168,-0.50146835,2.1303448,14.320163,1.3243706,1
0.90856767,4.886787,-0.41130523,-0.85955255,-0.37786573,-0.94572324,-1
-0.035742224,-0.42153571,0.2198366,-0.85955255,-0.37786573,-0.94572324,-1
-0.061149665,-0.45250093,-0.36622367,-0.85955255,-0.37786573,-0.94572324,-1
0.5140748,1.6796754,-0.36622367,1.8970096,-0.37786573,1.0409898,-1
0.97157812,5.0814255,-0.54654991,-0.85955255,-0.37786573,-0.94572324,-1
0.023372422,-0.44807732,0.2198366,1.1193663,-0.37786573,1.766201,-1
-0.3477456,0.10487296,0.53540751,0.52189311,-0.37786573,0.87644607,-1
0.039802568,-0.10303635,2.4739146,0.75396248,0.34079529,0.84597501,-1
-0.5056105,-0.41711211,2.7894855,0.89868938,0.22407502,0.7393263,-1
0.033874165,-0.45250093,-0.14081588,-0.85955255,-0.37786573,-0.94572324,-1
-0.066739302,-0.34633447,-0.32114211,0.73286527,1.9520289,1.3335119,-1
0.44937052,0.1977686,-0.0055711987,1.1835018,0.55003572,1.2695227,-1
-0.080289937,-0.45250093,-0.095734317,1.1953162,-0.37786573,0.84597501,-1
0.90111482,1.1178779,-0.27606055,1.0282263,-0.37786573,0.7362792,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.73681337,0.87457975,-0.230979,-0.85955255,-0.37786573,-0.94572324,-1
-0.15447966,-0.28882764,0.76081531,0.87421661,0.40002795,1.3304648,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.063346796,-0.35075807,-0.230979,0.55733644,-0.37786573,1.1537327,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.39026072,-0.45250093,1.0313047,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.41312741,-0.42595931,1.2567125,1.5261206,-0.37786573,0.72409077,-1
0.53084371,2.4316877,0.71573375,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.11754934,0.042942525,1.8427727,-0.092879741,-0.37786573,0.41938019,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.94803389,0.67994125,0.039510361,2.1754929,-0.37786573,0.81245684,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.75425981,0.016400912,0.08459192,4.9421817,1.4216019,1.2512401,1
-0.039976797,-0.018987906,0.53540751,-0.85955255,-0.37786573,-0.94572324,-1
-0.20495578,-0.39057049,0.71573375,0.99067324,0.77643024,0.83683369,-1
0.75646179,3.2102417,-0.230979,0.16113073,-0.37786573,0.61744207,-1
-0.46953193,-0.42595931,1.301794,0.43708231,-0.37786573,0.89777581,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.038278121,-0.24016802,0.76081531,0.54594394,-0.37786573,1.3731243,-1
-0.42396792,-0.41711211,2.2034252,-0.85955255,-0.37786573,-0.94572324,-1
-0.032015799,-0.38172329,0.039510361,0.91303549,-0.37786573,1.7052589,-1
0.041835163,-0.27555684,-0.27606055,-0.85955255,-0.37786573,-0.94572324,-1
0.20291834,-0.22689721,0.53540751,1.1273832,0.22147392,1.708306,-1
0.077236197,-0.32421646,0.35508128,1.2489032,0.61825699,1.1598269,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.53948224,-0.098612747,-0.27606055,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.25915832,-0.42153571,-0.230979,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.45250093,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.001357487,-0.34633447,0.08459192,-0.85955255,-0.37786573,-0.94572324,-1
-0.17785451,-0.24901522,2.3386699,0.19193267,-0.37786573,0.95871792,-1
0.39008649,0.18007419,0.49032595,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.27541424,-0.11630716,0.039510361,0.82991246,0.49063844,1.220769,-1
0.20241019,-0.26228603,1.1665493,1.1662021,-0.37786573,1.6351754,-1
-0.4778317,-0.27998044,6.7566627,-0.0076469907,-0.37786573,1.132403,-1
0.19089215,-0.195932,-0.27606055,-0.85955255,-0.37786573,-0.94572324,-1
0.86927083,2.4715002,-0.36622367,-0.85955255,-0.37786573,-0.94572324,-1
0.037431206,-0.21805001,0.89605999,0.89911132,0.55388798,1.0044245,-1
0.94142796,2.0379871,-0.14081588,1.2721101,-0.37786573,0.72713788,-1
0.51932567,0.95862819,0.30999972,-0.85955255,-0.37786573,-0.94572324,-1
1.4680395,-0.29767485,-0.50146835,1.2408862,2.5325682,0.69971393,1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.22900331,-0.15169597,-0.41130523,-0.85955255,-0.37786573,-0.94572324,-1
0.1417711,-0.25343882,0.58048907,-0.85955255,-0.37786573,-0.94572324,-1
-0.43667164,-0.43480652,-0.095734317,1.0919399,2.3564836,0.87339896,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.14177594,-0.32421646,5.5394606,0.86915328,-0.37786573,0.62658339,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.34486609,-0.37287609,1.2116309,0.65100807,1.565288,0.71190235,-1
0.023372422,-0.3994177,0.40016284,0.93455465,-0.37786573,1.0592724,-1
0.48443279,1.42753,0.85097843,0.94974464,-0.37786573,0.83683369,-1
1.8137501,1.2240443,-0.50146835,1.5083989,2.8370945,0.57478259,-1
-0.78441482,-0.45250093,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
1.3482858,1.8256542,-0.50146835,1.0801254,-0.37786573,0.63877181,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.21003242,0.35259468,0.17475504,0.82189552,0.39798658,1.0440369,-1
0.67600489,1.2771276,0.17475504,1.1256954,-0.37786573,1.0288014,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.0033852354,-0.33306367,0.26491816,1.9383602,-0.37786573,0.98309477,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.2832107,-0.24016802,1.8427727,-0.013976155,-0.37786573,1.3700772,-1
-0.32267692,-0.45250093,-0.14081588,-0.85955255,-0.37786573,-0.94572324,-1
4.3416211,-0.44365372,-0.54654991,-0.85955255,-0.37786573,-0.94572324,-1
0.66482562,2.1883896,0.53540751,2.3729628,0.72365095,0.7362792,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.043528992,-0.45250093,-0.32114211,-0.85955255,-0.37786573,-0.94572324,-1
0.50899331,1.0736418,0.2198366,1.9029168,-0.37786573,0.92519976,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.44903175,0.22431022,0.30999972,0.86155828,0.59856764,1.3243706,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.51678493,0.28181705,0.30999972,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
1.2268382,4.9000578,-0.41130523,1.1733751,-0.37786573,0.23655383,-1
-0.11213393,-0.30209845,-0.095734317,0.16070879,1.6428601,0.9952832,-1
-0.78441482,-0.45250093,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.6639787,0.21103941,-0.14081588,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.61993914,2.7015275,-0.45638679,1.6387797,-0.37786573,0.4285215,-1
0.36112201,-0.45250093,-0.45638679,-0.85955255,-0.37786573,-0.94572324,-1
-0.20749653,-0.17823759,1.1665493,0.77590359,0.63860484,1.220769,-1
0.63603052,-0.032258713,0.58048907,0.18349378,-0.37786573,1.0379427,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.48494093,0.016400912,-0.18589744,0.94425936,1.4697058,1.2360046,-1
0.1963124,-0.10303635,0.76081531,0.85776078,0.021189184,1.2360046,-1
0.22104231,-0.3949941,-0.0055711987,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.4207448,0.33490027,2.1132621,1.0535429,0.15647934,0.75456183,-1
0.55489609,0.27296984,-0.14081588,1.2754856,-0.37786573,0.88558738,-1
-0.068094365,-0.27555684,-0.050652758,0.44974064,-0.37786573,1.0105187,-1
-0.27406402,-0.36845248,1.2116309,0.56872893,0.096719874,1.0409898,-1
-0.1253458,-0.43923012,0.71573375,0.61978419,-0.37786573,1.4249251,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.16819968,-0.35960528,0.44524439,0.2007935,0.4691382,1.1872509,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.24272333,0.060636934,-0.14081588,0.3674615,0.2881477,0.66010155,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.25881956,-0.43038291,1.5272018,0.1484724,-0.051279452,1.1659211,-1
0.00084449127,-0.37729969,-0.18589744,0.76451109,-0.37786573,1.2878054,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.78288553,2.6926803,-0.050652758,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.3348725,-0.35075807,-0.18589744,-0.85955255,-0.37786573,-0.94572324,-1
0.12144514,-0.24901522,0.2198366,1.0176777,-0.37786573,0.87949317,-1
0.13109997,0.9895934,-0.230979,0.58012143,1.3683946,0.5321231,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.11416653,-0.42595931,-0.230979,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-1
0.13093059,0.15353258,-0.0055711987,0.69531222,-0.37786573,1.2238161,-1
-0.034556543,-0.2047792,0.40016284,1.583505,0.6224385,1.1141203,-1
0.81998039,0.67551765,-0.230979,0.48602785,-0.37786573,0.80636263,-1
